source,odkvar,dbvar,dbtable,15-Sep,16-May
ODK Forms,fd10_13_green_grass,ag10a_vs_02,agric_livestock,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd10_13_crop_cutting,ag10a_vs_03,agric_livestock,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd10_13_rough_grazing,ag10a_vs_04,agric_livestock,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd10_animal_name,animal_name,agric_livestock,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd10_animal_id,lvstkcode,agric_livestock,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd10_animal_list,lvstkcode,agric_livestock,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fr10_1,ag10_vs_1,agric_livestock_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fr10_2,ag10_vs_2,agric_livestock_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fr10_2,ag10_vs_2_1,agric_livestock_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fr10_2,ag10_vs_2_2,agric_livestock_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fr10_2,ag10_vs_2_3,agric_livestock_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fr10_2,ag10_vs_2_4,agric_livestock_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fr10_2,ag10_vs_2_5,agric_livestock_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fr10_2,ag10_vs_2_50,agric_livestock_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fr10_2,ag10_vs_2_51,agric_livestock_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fr10_2,ag10_vs_2_6,agric_livestock_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fr10_2,ag10_vs_2_7,agric_livestock_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fr10_2,ag10_vs_2_8,agric_livestock_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fr10_2,ag10_vs_2_9,agric_livestock_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fr10_2_other,ag10_vs_2_other,agric_livestock_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fr10_3,ag10_vs_3,agric_livestock_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fr10_3_other,ag10_vs_3_other,agric_livestock_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fr10c_field_id,field_id,agric_livestock_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fr10c_field_name,field_name,agric_livestock_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd10_other_b_byproduct_name,ag10b_01,agric_livestock_byproduct,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd10b_byproduct_name,ag10b_01,agric_livestock_byproduct,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd10_other_a_1c_quantity,ag10b_05_1,agric_livestock_byproduct,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd10a_1c_quantity,ag10b_05_1,agric_livestock_byproduct,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd10_other_a_1c_units,ag10b_05_2,agric_livestock_byproduct,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd10a_1c_units,ag10b_05_2,agric_livestock_byproduct,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd10_other_a_2,ag10b_06,agric_livestock_byproduct,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd10a_2,ag10b_06,agric_livestock_byproduct,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd10_other_a_1a_quantity,ag10b_1a,agric_livestock_byproduct,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd10a_1a_quantity,ag10b_1a,agric_livestock_byproduct,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd10_other_a_1a_unit,ag10b_1a_unit,agric_livestock_byproduct,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd10a_1a_unit,ag10b_1a_unit,agric_livestock_byproduct,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd10_other_a_1b,ag10b_1b,agric_livestock_byproduct,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd10a_1b,ag10b_1b,agric_livestock_byproduct,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd10b_1,itemcode,agric_livestock_byproduct,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd10b_byproduct_id,itemcode,agric_livestock_byproduct,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
Database - Pivot Variable,,crop_type,agric_perm_crop,,
ODK Forms,fd7bii_fr1_02,ag7a_02,agric_perm_crop,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd7ii_fr1_02,ag7a_02,agric_perm_crop,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd7bii_fr1_03_1,ag7a_03_1,agric_perm_crop,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd7ii_fr1_03_1,ag7a_03_1,agric_perm_crop,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd7bii_fr1_03_2,ag7a_03_2,agric_perm_crop,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd7ii_fr1_03_2,ag7a_03_2,agric_perm_crop,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd7bii_fr1_04,ag7a_04,agric_perm_crop,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd7ii_fr1_04,ag7a_04,agric_perm_crop,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd7aii_crop_name,crop_name,agric_perm_crop,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd7bii_crop_name,crop_name,agric_perm_crop,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd7aii_crop,zaocode,agric_perm_crop,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd7aii_included,zaocode,agric_perm_crop,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd7bii_crop,zaocode,agric_perm_crop,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd7bii_included,zaocode,agric_perm_crop,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
Database - Pivot Variable,,crop_type,agric_perm_crops_by_field,,
ODK Forms,fd6aii_fr1_02,ag6a_02,agric_perm_crops_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd6bii_fr1_02,ag6a_02,agric_perm_crops_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd6aii_fr1_03,ag6a_05,agric_perm_crops_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd6bii_fr1_03,ag6a_05,agric_perm_crops_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd6aii_fr1_04_1,ag6a_08_1,agric_perm_crops_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd6bii_fr1_04_1,ag6a_08_1,agric_perm_crops_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd6aii_fr1_04_2,ag6a_08_2,agric_perm_crops_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd6bii_fr1_04_2,ag6a_08_2,agric_perm_crops_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd6aii_fr1_05,ag6a_vs_09,agric_perm_crops_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd6bii_fr1_05,ag6a_vs_09,agric_perm_crops_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd6aii_crop_name,crop_name,agric_perm_crops_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd6aii_included,crop_name,agric_perm_crops_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd6bii_crop_name,crop_name,agric_perm_crops_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd6aii_field_id,field_id,agric_perm_crops_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd6bii_field_id,field_id,agric_perm_crops_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd6aii_field_name,field_name,agric_perm_crops_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd6bii_field_name,field_name,agric_perm_crops_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd6aii_crop,zaocode,agric_perm_crops_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd6aii_included,zaocode,agric_perm_crops_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd6bii_crop,zaocode,agric_perm_crops_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,fd6bii_included,zaocode,agric_perm_crops_by_field,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
Database - Linking Variable,,ind,agric_roster,,
ODK Forms,hh_indid_age,hh_indid_age,agric_roster,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,hh_indid_gender,hh_indid_gender,agric_roster,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,hh_indid_name,hh_indid_name,agric_roster,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
ODK Forms,hh_indid_respondent,hh_indid_respondent,agric_roster,agriculture_survey_17_sep_2015v1,agriculture_survey_15_may_2016
Database - Metadata Variable,,partner_institution,country,,
Database - Linking Variable,,manager_id,eplot,,
Database - Linking Variable,,measurer1_id,eplot,,
Database - Linking Variable,,measurer2_id,eplot,,
Database - Linking Variable,,scribe_id,eplot,,
ODK Forms,country,country,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,date,date,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,eplot_no,eplot_no,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,gpsne_accuracy,gpsne_accuracy,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,gpsne_lat,gpsne_lat,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,gpsne_ns,gpsne_lat,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,gpsne_ew,gpsne_long,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,gpsne_long,gpsne_long,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,gpsnw_accuracy,gpsnw_accuracy,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,gpsnw_lat,gpsnw_lat,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,gpsnw_ns,gpsnw_lat,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,gpsnw_ew,gpsnw_long,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,gpsnw_long,gpsnw_long,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,gpsse_accuracy,gpsse_accuracy,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,gpsse_end,gpsse_end,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,gpsse_lat,gpsse_lat,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,gpsse_ns,gpsse_lat,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,gpsse_ew,gpsse_long,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,gpsse_long,gpsse_long,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,gpsse_measurement_counts,gpsse_measurement_counts,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,gpsse_start,gpsse_start,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,gpssw_accuracy,gpssw_accuracy,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,gpssw_lat,gpssw_lat,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,gpssw_ns,gpssw_lat,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,gpssw_ew,gpssw_long,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,gpssw_long,gpssw_long,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_no,landscape_no,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,manager,manager_first_name,eplot,,eplot_15_may_2016_v1
ODK Forms,manager_first_name,manager_first_name,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,manager,manager_last_name,eplot,,eplot_15_may_2016_v1
ODK Forms,manager_last_name,manager_last_name,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,measurer1,measurer1_first_name,eplot,,eplot_15_may_2016_v1
ODK Forms,measurer1_first_name,measurer1_first_name,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,measurer1,measurer1_last_name,eplot,,eplot_15_may_2016_v1
ODK Forms,measurer1_last_name,measurer1_last_name,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,measurer2,measurer2_first_name,eplot,,eplot_15_may_2016_v1
ODK Forms,measurer2_first_name,measurer2_first_name,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,measurer2,measurer2_last_name,eplot,,eplot_15_may_2016_v1
ODK Forms,measurer2_last_name,measurer2_last_name,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,observations,observations,eplot,,eplot_15_may_2016_v1
ODK Forms,photo_e,photo_e,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,photo_n,photo_n,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,photo_s,photo_s,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,photo_w,photo_w,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,radius,radius,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,scribe,scribe_first_name,eplot,,eplot_15_may_2016_v1
ODK Forms,scribe_first_name,scribe_first_name,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,scribe,scribe_last_name,eplot,,eplot_15_may_2016_v1
ODK Forms,scribe_last_name,scribe_last_name,eplot,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,survey_instrument,survey_instrument,eplot,,eplot_15_may_2016_v1
ODK Forms,landscape_crust_center,crust,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_crust_ne,crust,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_crust_nw,crust,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_crust_se,crust,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_crust_sw,crust,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_disturbed_center,disturbed,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_disturbed_ne,disturbed,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_disturbed_nw,disturbed,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_disturbed_se,disturbed,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_disturbed_sw,disturbed,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_dowsed_center,downed,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_dowsed_ne,downed,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_dowsed_nw,downed,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_dowsed_se,downed,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_dowsed_sw,downed,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_dung_center,dung,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_dung_ne,dung,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_dung_nw,dung,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_dung_se,dung,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_dung_sw,dung,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_herbaceous_center,herbaceous,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_herbaceous_ne,herbaceous,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_herbaceous_nw,herbaceous,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_herbaceous_se,herbaceous,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_herbaceous_sw,herbaceous,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_herbaceous_erosion_center,herbaceous_erosion,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_herbaceous_erosion_ne,herbaceous_erosion,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_herbaceous_erosion_nw,herbaceous_erosion,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_herbaceous_erosion_se,herbaceous_erosion,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_herbaceous_erosion_sw,herbaceous_erosion,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_litter_center,litter,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_litter_ne,litter,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_litter_nw,litter,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_litter_se,litter,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_litter_sw,litter,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_porous_center,porous,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_porous_ne,porous,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_porous_nw,porous,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_porous_se,porous,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_porous_sw,porous,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_rooted_center,rooted,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_rooted_ne,rooted,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_rooted_nw,rooted,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_rooted_se,rooted,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_rooted_sw,rooted,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,lanscape_centeraled_center,sealed,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,lanscape_nealed_ne,sealed,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,lanscape_nwaled_nw,sealed,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,lanscape_sealed_se,sealed,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,lanscape_swaled_sw,sealed,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_sodic_center,sodic,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_sodic_ne,sodic,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_sodic_nw,sodic,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_sodic_se,sodic,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_sodic_sw,sodic,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_stose_center,stone,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_stose_ne,stone,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_stose_nw,stone,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_stose_se,stone,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_stose_sw,stone,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,plotnum,subplot,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_termite_center,termite,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_termite_ne,termite,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_termite_nw,termite,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_termite_se,termite,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,landscape_termite_sw,termite,eplot_subplot_landscapefn,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
Database - Linking Variable,,rank1_tax,eplot_subplot_vegetation,,
Database - Linking Variable,,rank2_tax,eplot_subplot_vegetation,,
Database - Linking Variable,,rank3_tax,eplot_subplot_vegetation,,
ODK Forms,subplot_mass,mass,eplot_subplot_vegetation,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,subplot_rank1_branch_rank1_photo,rank1_branch_photo,eplot_subplot_vegetation,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,subplot_rank1_leaf_rank1_photo,rank1_leaf_photo,eplot_subplot_vegetation,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,subplot_rank1_stembark_rank1_photo,rank1_stembark_photo,eplot_subplot_vegetation,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,subplot_rank1_tree_rank1_photo,rank1_tree_photo,eplot_subplot_vegetation,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,subplot_rank2_branch_rank2_photo,rank2_branch_photo,eplot_subplot_vegetation,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,subplot_rank2_leaf_rank2_photo,rank2_leaf_photo,eplot_subplot_vegetation,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,subplot_rank2_stembark_rank2_photo,rank2_stembark_photo,eplot_subplot_vegetation,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,subplot_rank2_tree_rank2_photo,rank2_tree_photo,eplot_subplot_vegetation,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,subplot_rank3_branch_rank3_photo,rank3_branch_photo,eplot_subplot_vegetation,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,subplot_rank3_leaf_rank3_photo,rank3_leaf_photo,eplot_subplot_vegetation,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,subplot_rank3_stembark_rank3_photo,rank3_stembark_photo,eplot_subplot_vegetation,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,subplot_rank3_tree_rank3_photo,rank3_tree_photo,eplot_subplot_vegetation,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,plotnum,subplot,eplot_subplot_vegetation,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,densiometer_center_e,densiometer_e,eplot_subplot_woody_canopy,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,densiometer_ne_e,densiometer_e,eplot_subplot_woody_canopy,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,densiometer_nw_e,densiometer_e,eplot_subplot_woody_canopy,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
ODK Forms,densiometer_se_e,densiometer_e,eplot_subplot_woody_canopy,eplot_17_sep_2015_v1,eplot_15_may_2016_v1
